Timestamp, gyro_x, gyro_y, gyro_z, acc_x, acc_y, acc_z, mag_qw, mag_qx, mag_qy, ss_qx, ss_qy, ss_qz, ss_qw, stillness
55150, -0.02809897, 0.006108472, 0.02932067, 0.004882813, -0.03295898, -1.010498, -0.04790393, 0.3430073, 0.1391364, 0.7856616, 0.00439476, 0.03164411, 0.6178309, 0.9957926
55159, -0.03054236, 0.008551861, 0.01099525, -0.0002441406, -0.03149414, -1.008057, -0.04784279, 0.343042, 0.1392333, 0.785573, 0.004458853, 0.03162114, 0.6179444, 0.9957926
55167, -0.01710372, 0.01343864, 0.01343864, 0.004394531, -0.03051758, -1.009521, -0.04795355, 0.3427602, 0.1394527, 0.7855354, 0.004581775, 0.03152089, 0.6179964, 0.9986038
55177, -0.01343864, 0.007330167, -0.002443389, 0.005371094, -0.03100586, -1.01123, -0.04816607, 0.3422923, 0.1397426, 0.7854676, 0.004718786, 0.0314166, 0.6180871, 0.9977067
55186, -0.008551861, 0.01099525, -0.002443389, 0.004394531, -0.02783203, -1.007324, -0.0474511, 0.3422641, 0.1399372, 0.7853476, 0.00490503, 0.03129924, 0.6182438, 0.9977067
55202, -0.007330167, 0.01954711, 0.01343864, 0.002929688, -0.03222656, -1.006592, -0.04725338, 0.3419715, 0.1395176, 0.7852793, 0.004955586, 0.03127388, 0.6183316, 0.9977067
55211, -0.01221694, 0.006108472, -0.006108472, 0.002929688, -0.02880859, -1.009521, -0.04648226, 0.3413929, 0.1402476, 0.7852518, 0.004985552, 0.03122669, 0.6183687, 1
55221, -0.01099525, 0.01221694, 0.001221695, 0.003417969, -0.03027344, -1.009277, -0.04633301, 0.3413916, 0.1402214, 0.7851715, 0.004983943, 0.03121227, 0.6184715, 1
55229, -0.03298575, 0.03054236, 0.02321219, 0.003662109, -0.03320313, -1.006348, -0.04646701, 0.3416297, 0.139725, 0.7851247, 0.005005118, 0.03121764, 0.6185304, 1
55240, -0.02932067, 0.008551861, 0.009773556, 0.001708984, -0.02685547, -1.004395, -0.04684341, 0.3420821, 0.1390841, 0.7850425, 0.005035228, 0.03131881, 0.6186292, 1
55247, -0.03665084, 0.03054236, 0.008551861, 0.003417969, -0.02197266, -1.008057, -0.04678194, 0.3419075, 0.1389515, 0.7849988, 0.005065589, 0.0313532, 0.6186828, 1
55261, -0.01954711, -0.004886778, -0.01099525, 0.004882813, -0.03271484, -1.006348, -0.04651365, 0.3414535, 0.1390983, 0.7848987, 0.005132524, 0.03129172, 0.6188123, 1
55270, -0.03665084, 0.007330167, 0.004886778, -0.002685547, -0.0234375, -1.008057, -0.04743129, 0.340981, 0.1384531, 0.7848602, 0.005178002, 0.03123532, 0.6188636, 1
55279, -0.01832542, 0.002443389, 0, -0.003173828, -0.02612305, -1.006348, -0.04692578, 0.3410794, 0.1393707, 0.7847937, 0.005203834, 0.03118987, 0.61895, 1
55294, -0.01221694, 0.009773556, 0.002443389, -0.003417969, -0.02880859, -1.005859, -0.04661292, 0.3411402, 0.1400917, 0.7847386, 0.005188196, 0.03108214, 0.6190255, 1
55299, 0.01343864, 0.01466033, -0.004886778, 0.003417969, -0.02880859, -1.004395, -0.04639251, 0.3411831, 0.1407191, 0.7846824, 0.005128019, 0.03096158, 0.6191031, 1
55309, 0.008551861, -0.001221695, 0.004886778, 0.0002441406, -0.02636719, -1.006348, -0.04622941, 0.341502, 0.1400343, 0.7846754, 0.005075475, 0.03087627, 0.6191167, 1
55323, 0.02321219, 0.01099525, -0.01099525, 0.004638672, -0.03344727, -1.009521, -0.04626399, 0.3415674, 0.1397343, 0.784759, 0.004964351, 0.03074314, 0.6190183, 0.9998853
55331, 0.01099525, 0.02321219, 0.004886778, 0.002197266, -0.03320313, -1.009521, -0.04605067, 0.3413129, 0.1393379, 0.7848051, 0.004951539, 0.0306468, 0.6189647, 0.9997923
55345, 0.007330167, 0.01710372, -0.002443389, 0.002197266, -0.03076172, -1.009766, -0.04546362, 0.3410372, 0.1388356, 0.7848928, 0.004897413, 0.03065373, 0.6188535, 0.999477
55355, 0.009773556, 0.004886778, -0.002443389, 0.001708984, -0.02783203, -1.009033, -0.04558821, 0.3411127, 0.1384627, 0.7849709, 0.004834518, 0.03064933, 0.6187553, 0.9995916
55362, 0.003665083, 0.01710372, 0.002443389, 0.004394531, -0.02929688, -1.005859, -0.04620922, 0.3411631, 0.139021, 0.7850469, 0.004793909, 0.03063688, 0.6186598, 0.9996846
55370, -0.003665083, 0.004886778, -0.01343864, 0.001708984, -0.03222656, -1.008545, -0.04650102, 0.3411985, 0.1395592, 0.7850736, 0.00480667, 0.03061737, 0.6186267, 1
55380, 0.007330167, 0.02321219, -0.004886778, 0.006835938, -0.02978516, -1.011719, -0.04658683, 0.3412241, 0.1400733, 0.7850569, 0.004902116, 0.03059004, 0.6186484, 0.997093
55390, -0.001221695, 0.01343864, 0.001221695, 0.004882813, -0.02636719, -1.006836, -0.04693311, 0.340959, 0.1395966, 0.7850545, 0.004971024, 0.03058084, 0.6186515, 0.997093
55399, -0.01710372, 0.003665083, -0.01343864, 0.009765625, -0.03125, -1.008789, -0.04698069, 0.3412444, 0.1399543, 0.7850286, 0.005024783, 0.03062371, 0.6186817, 0.997093
55408, -0.03787253, 0.01466033, 0.006108472, 0.004394531, -0.03076172, -1.012939, -0.04707279, 0.3415217, 0.1400443, 0.7849884, 0.005095378, 0.03064688, 0.6187312, 0.9954454
55419, -0.04275931, 0.003665083, 0.0219905, 0.005859375, -0.02905273, -1.004395, -0.04726065, 0.3417234, 0.139868, 0.7848941, 0.00517406, 0.03071452, 0.6188467, 0.9954454
55426, -0.05253286, 0.004886778, 0.002443389, -0.0004882813, -0.02978516, -1.004395, -0.047397, 0.3413085, 0.13974, 0.7847824, 0.00523386, 0.03080407, 0.6189832, 0.9954454
55437, -0.06841489, 0.01588203, 0.004886778, 0.003417969, -0.02539063, -1.007813, -0.04780768, 0.3411797, 0.1394933, 0.7845719, 0.005328387, 0.030783, 0.6192505, 1
55452, -0.05619795, 0.01221694, 0.003665083, 0.0004882813, -0.02978516, -1.01123, -0.0483436, 0.3412121, 0.1391961, 0.7844229, 0.005372306, 0.0307949, 0.6194381, 0.9977744
55460, -0.0671932, 0.01588203, 0.01221694, -0.001708984, -0.02587891, -1.007324, -0.04689905, 0.3408519, 0.1404771, 0.7842392, 0.005367342, 0.03082613, 0.6196691, 0.9977744
55470, -0.07085828, 0.009773556, 0.01954711, 0.0002441406, -0.02197266, -1.007813, -0.04686503, 0.340702, 0.1412937, 0.7840463, 0.00531665, 0.03080972, 0.6199146, 0.9977744
55480, -0.06474981, 0.01343864, 0.008551861, -0.0009765625, -0.02246094, -1.010254, -0.04654491, 0.3394116, 0.1406995, 0.7838146, 0.005236818, 0.03078107, 0.6202095, 0.999328
55487, -0.05008947, 0.01221694, 0.01588203, -0.001220703, -0.02294922, -1.006104, -0.04665262, 0.339364, 0.1409447, 0.7836283, 0.005101832, 0.03071685, 0.6204492, 0.999328
55497, -0.06108472, 0.006108472, 0.01588203, 0.002685547, -0.02490234, -1.005127, -0.04696786, 0.3399384, 0.1415952, 0.7834559, 0.005043191, 0.03071306, 0.6206676, 0.999328
55511, -0.05131117, 0.006108472, -0.006108472, -0.0002441406, -0.02148438, -1.010254, -0.04691247, 0.3403552, 0.141783, 0.7832237, 0.004982883, 0.03060473, 0.6209662, 0.9993569
55521, -0.05253286, 0.001221695, 0.01221694, 0.001220703, -0.02587891, -1.006348, -0.04658465, 0.3403381, 0.141761, 0.7830919, 0.004911638, 0.03053338, 0.6211368, 0.9993569
55530, -0.06841489, 0.01343864, 0.02321219, 0.003417969, -0.02392578, -1.003418, -0.04575576, 0.3401149, 0.1418578, 0.7829732, 0.004835695, 0.03049567, 0.6212888, 0.9993569
55545, -0.07696675, 0.01466033, 0.01343864, 0.001953125, -0.02197266, -1.011475, -0.04523581, 0.3401912, 0.1422394, 0.7827999, 0.004670464, 0.03053258, 0.6215067, 0.9977133
55549, -0.08429691, 0.01588203, 0.009773556, 0.004882813, -0.01879883, -1.004883, -0.04599314, 0.340245, 0.1422279, 0.7826064, 0.004560601, 0.03058683, 0.6217484, 0.9977133
55556, -0.07330167, 0.02565558, 0.01466033, 0.00390625, -0.02026367, -1.007568, -0.04560777, 0.34013, 0.1425254, 0.7824168, 0.004499902, 0.03062234, 0.6219855, 0.9977133
55567, -0.07085828, 0.02687728, 0.008551861, 0.001220703, -0.02124023, -1.007813, -0.04458081, 0.3399249, 0.1429811, 0.7822285, 0.004396677, 0.03070533, 0.622219, 1
55582, -0.04764608, 0.01221694, 0.0219905, 0.00390625, -0.01953125, -1.008789, -0.04524314, 0.3400575, 0.1435729, 0.781982, 0.004152333, 0.0308635, 0.6225226, 1
55590, -0.05253286, 0.001221695, 0.02443389, 0.008300781, -0.02099609, -1.008057, -0.04587432, 0.3399127, 0.1441369, 0.7818388, 0.0040581, 0.03090329, 0.6227011, 1
55598, -0.04031592, 0.01343864, 0.02076881, 0.008300781, -0.02197266, -1.01123, -0.04586069, 0.3397763, 0.143953, 0.7816787, 0.004012654, 0.03097989, 0.6228986, 0.9979957
55610, -0.04642439, 0.02076881, 0.01343864, 0.004150391, -0.01733398, -1.00708, -0.04558719, 0.3396777, 0.1434247, 0.7815703, 0.003966022, 0.03106714, 0.6230305, 0.9979957
55619, -0.04764608, 0.0219905, 0.01099525, 0.005859375, -0.01611328, -1.007324, -0.04567658, 0.339606, 0.1430403, 0.7814658, 0.003981034, 0.03117646, 0.623156, 0.9979957
55627, -0.04153761, 0.006108472, -0.006108472, 0.006835938, -0.01855469, -1.004395, -0.0460115, 0.3398351, 0.1430641, 0.7813795, 0.004002586, 0.03124208, 0.6232607, 1
55640, -0.02687728, 0.02321219, 0.007330167, 0.002441406, -0.01782227, -1.005371, -0.04564017, 0.3396917, 0.1433809, 0.7812992, 0.004062799, 0.03130722, 0.6233578, 1
55651, -0.02687728, 0.03176406, 0.009773556, 0.001708984, -0.01220703, -1.005371, -0.04486179, 0.3393337, 0.1438667, 0.7812185, 0.004002141, 0.03139495, 0.6234551, 1
55659, -0.009773556, 0.01343864, -0.001221695, 0.001708984, -0.01879883, -1.007813, -0.04451627, 0.3386138, 0.1439379, 0.7811506, 0.00391748, 0.03140189, 0.6235404, 1
55671, 0.001221695, 0.01221694, 0.003665083, 0.0007324219, -0.01879883, -1.006592, -0.04520467, 0.3385891, 0.1439678, 0.7810978, 0.003804054, 0.0313925, 0.6236077, 1
55678, -0.01466033, 0.01343864, 0, -0.0009765625, -0.01928711, -1.010742, -0.0455143, 0.3387188, 0.1439876, 0.7810701, 0.003721172, 0.0313159, 0.6236466, 0.9987645
55689, -0.03420744, 0.01466033, 0.006108472, 0.002441406, -0.01953125, -1.007813, -0.04562064, 0.3389364, 0.1440022, 0.781013, 0.003706014, 0.03131164, 0.6237181, 0.9987645
55697, -0.05375456, 0.02321219, 0.01588203, 0, -0.01733398, -1.014648, -0.04542619, 0.3385507, 0.1445476, 0.7808335, 0.00365658, 0.03135691, 0.6239411, 0.9923692
55711, -0.06352811, 0.0219905, 0.01099525, 0.005371094, -0.01586914, -1.010498, -0.04588795, 0.338277, 0.1444849, 0.7806718, 0.003623819, 0.0313667, 0.6241433, 0.9927556
55719, -0.1014006, 0.02565558, 0.01343864, 0.001708984, -0.01611328, -1.010742, -0.04626514, 0.3381546, 0.1439274, 0.7804657, 0.003722999, 0.03133846, 0.6244017, 0.9915929
55728, -0.1123959, 0.007330167, -0.01588203, 0.006835938, -0.01123047, -1.006836, -0.04556799, 0.3382727, 0.1436746, 0.7802454, 0.00380326, 0.03133434, 0.6246765, 0.9979882
55738, -0.1172827, 0.01221694, -0.03054236, 0.004882813, -0.01391602, -1.008789, -0.04593165, 0.3380767, 0.1443289, 0.7799815, 0.00386144, 0.03125306, 0.6250097, 0.9988373
55747, -0.1490467, 0, -0.01954711, 0.004638672, -0.01489258, -1.010254, -0.04645021, 0.3379417, 0.1447797, 0.7796848, 0.004013558, 0.03114114, 0.6253846, 0.9995009
55757, -0.1563769, 0.002443389, -0.02321219, 0.005859375, -0.009277344, -1.010498, -0.04669061, 0.3376852, 0.1451224, 0.7793126, 0.004127202, 0.03104256, 0.6258526, 0.9987575
55771, -0.1685938, 0.006108472, -0.06108472, 0.002685547, -0.01025391, -1.010498, -0.04672036, 0.3373865, 0.1453489, 0.7787323, 0.004478823, 0.0308416, 0.6265819, 0.9980195
55781, -0.2064664, -0.004886778, -0.04642439, 0.005859375, -0.01074219, -1.010986, -0.04647232, 0.336917, 0.1457697, 0.7782249, 0.004647925, 0.03065991, 0.6272196, 0.9971047
55791, -0.2174616, -0.006108472, -0.06108472, 0.005371094, -0.004882813, -1.008057, -0.04735602, 0.3355781, 0.1464887, 0.7777308, 0.004811688, 0.03049338, 0.6278393, 0.997848
55804, -0.2345653, 0.002443389, -0.05741964, 0.0007324219, -0.003417969, -1.008545, -0.04772377, 0.3352509, 0.1477842, 0.7771635, 0.005141941, 0.03024026, 0.6285508, 0.9985862
55809, -0.2528908, -0.007330167, -0.06230642, 0.004394531, -0.001708984, -1.010498, -0.04771839, 0.3354149, 0.1494661, 0.7765004, 0.00538139, 0.03002667, 0.629378, 0.9993213
55818, -0.2553341, 0.003665083, -0.07818845, 0.001464844, 0.001708984, -1.011963, -0.04828739, 0.334956, 0.1509214, 0.7757821, 0.00562364, 0.02978255, 0.6302725, 0.9967008
55829, -0.2712162, -0.002443389, -0.09529217, 0.001708984, 0.004638672, -1.009277, -0.0493244, 0.3346284, 0.1514876, 0.7746269, 0.006181246, 0.02927912, 0.6317104, 0.9967008
55839, -0.2785463, 0.004886778, -0.1148393, -0.001464844, 0.009765625, -1.01123, -0.05059059, 0.3344057, 0.1514513, 0.7738232, 0.006679282, 0.02884117, 0.6327096, 0.9956746
55851, -0.2748813, -0.001221695, -0.1136176, -0.002685547, 0.01171875, -1.005859, -0.0501379, 0.3326238, 0.1530021, 0.7730285, 0.007188619, 0.02834906, 0.6336967, 0.9982951
55860, -0.2809897, 0.006108472, -0.1123959, 0.005859375, 0.02197266, -1.006836, -0.04961956, 0.3321338, 0.1540158, 0.7722202, 0.00759882, 0.02784533, 0.6346992, 0.9982951
55870, -0.276103, 0.002443389, -0.1123959, 0.001708984, 0.01806641, -1.008789, -0.04961024, 0.3313437, 0.1544993, 0.7713521, 0.007954966, 0.02742676, 0.6357678, 1
55878, -0.279768, -0.002443389, -0.09895725, -0.002441406, 0.02050781, -1.006836, -0.04988611, 0.3303997, 0.154677, 0.7705123, 0.008297247, 0.02700541, 0.6367989, 1
55888, -0.276103, 0, -0.07452336, -0.002929688, 0.02148438, -1.01001, -0.05006247, 0.3295137, 0.1550732, 0.7697082, 0.008555974, 0.02661515, 0.6377836, 0.9996767
55902, -0.276103, 0, -0.07452336, 0.001220703, 0.02587891, -1.006836, -0.04960614, 0.3294642, 0.1562286, 0.7685779, 0.0087705, 0.02612566, 0.6391624, 0.9996767
55912, -0.3151972, -0.002443389, -0.08063184, 0.008056641, 0.03393555, -1.008545, -0.05037053, 0.3276093, 0.1582472, 0.7676376, 0.008852453, 0.0259317, 0.6402982, 0.9996767
55921, -0.3176405, -0.008551861, -0.1050657, 0.001708984, 0.03393555, -1.007568, -0.0506733, 0.3262248, 0.1592958, 0.7666565, 0.009143484, 0.02558979, 0.6414823, 1
55930, -0.3274141, -0.004886778, -0.103844, 0.001708984, 0.04199219, -1.009033, -0.05060123, 0.3251202, 0.1600253, 0.7656327, 0.009468087, 0.02521818, 0.6427138, 1
55939, -0.279768, 0.004886778, -0.0891837, 0.001220703, 0.03588867, -1.00708, -0.05055746, 0.3244493, 0.1607501, 0.7646577, 0.009758218, 0.02490029, 0.6438815, 1
55946, -0.2455606, -0.001221695, -0.08307523, 0.003417969, 0.04003906, -1.009766, -0.05098908, 0.323973, 0.1612647, 0.7637932, 0.009990279, 0.02460944, 0.6449145, 0.9992468
55969, -0.2492257, 0, -0.09529217, 0.002929688, 0.04589844, -1.006836, -0.05170543, 0.3236386, 0.161626, 0.7626947, 0.01044427, 0.0242126, 0.6462212, 0.9992468
55973, -0.2467823, 0.008551861, -0.07818845, -0.0078125, 0.03955078, -1.006348, -0.05188632, 0.3231403, 0.1624238, 0.761938, 0.01073036, 0.02390422, 0.6471199, 0.9992468
55979, -0.2284569, 0.01710372, -0.004886778, -0.001464844, 0.04541016, -1.006592, -0.05121988, 0.3218367, 0.163451, 0.7612765, 0.01083225, 0.02374612, 0.6479017, 1
55988, -0.235787, 0.04153761, -0.002443389, -0.0004882813, 0.05078125, -1.008057, -0.05133525, 0.321522, 0.163967, 0.7605614, 0.01078083, 0.02376509, 0.6487414, 1
55997, -0.2467823, 0.02809897, -0.001221695, -0.001464844, 0.04980469, -1.003906, -0.05190946, 0.3216739, 0.1643253, 0.759893, 0.01078753, 0.02376422, 0.6495242, 1
56007, -0.2370087, 0.006108472, 0.01221694, 0, 0.05297852, -1.01001, -0.05145687, 0.3214951, 0.1657236, 0.7591757, 0.0108001, 0.02376368, 0.6503622, 0.9981357
56017, -0.2406738, 0.02687728, 0.007330167, -0.004638672, 0.05322266, -1.010986, -0.05160537, 0.321077, 0.1668022, 0.7581856, 0.01069791, 0.02379964, 0.6515166, 0.99494
56030, -0.2406738, 0.008551861, -0.003665083, -0.0007324219, 0.05810547, -1.006836, -0.05210145, 0.3205175, 0.1677052, 0.7574639, 0.01068258, 0.02370519, 0.6523594, 0.99494
56040, -0.2504474, 0.007330167, -0.003665083, 0.0002441406, 0.06054688, -1.007324, -0.0529511, 0.320762, 0.1697054, 0.7567338, 0.01070455, 0.02360477, 0.6532091, 0.9968042
56056, -0.2699945, 0.009773556, -0.01832542, 0.002929688, 0.05859375, -1.007813, -0.05276253, 0.3192806, 0.169711, 0.7559589, 0.01075668, 0.02351855, 0.6541083, 1
56061, -0.279768, 0.02443389, 0.002443389, 0.003417969, 0.06494141, -1.003906, -0.05345963, 0.3184359, 0.1697152, 0.7551643, 0.01083573, 0.02341867, 0.6550275, 1
56068, -0.2858765, 0.02687728, 0.003665083, 0.006347656, 0.07275391, -1.005859, -0.05363626, 0.3173467, 0.1705251, 0.7543566, 0.01098695, 0.02334527, 0.6559576, 1
56076, -0.2858765, 0.01466033, 0.008551861, 0.001220703, 0.07226563, -1.011719, -0.05350447, 0.3162356, 0.1716987, 0.7530598, 0.01120883, 0.0233928, 0.6574406, 0.9942705
56091, -0.2858765, 0.003665083, 0.001221695, 0.004394531, 0.07324219, -1.007813, -0.05286974, 0.3154977, 0.1719308, 0.7521849, 0.01130914, 0.02336349, 0.6584407, 0.9936306
56100, -0.2858765, 0.003665083, 0.001221695, 0.005859375, 0.07470703, -1.010742, -0.05307369, 0.3150514, 0.1724324, 0.7513267, 0.01135395, 0.02333924, 0.65942, 0.9889422
56109, -0.3200839, 0.003665083, 0, 0.003417969, 0.078125, -1.003418, -0.05294131, 0.3147937, 0.1736031, 0.7504936, 0.0114084, 0.02334077, 0.6603668, 0.9946716
56117, -0.3298575, 0.008551861, 0.003665083, -0.002197266, 0.08081055, -1.006348, -0.05248428, 0.3144923, 0.1751496, 0.7495402, 0.01143464, 0.02335101, 0.6614481, 0.9953116
56127, -0.3420745, 0.02565558, -0.001221695, 0.0004882813, 0.08618164, -1.003906, -0.05187996, 0.3131794, 0.1757208, 0.748523, 0.01141119, 0.02336974, 0.6625987, 1
56138, -0.3469612, -0.001221695, 0.004886778, 0.002685547, 0.08911133, -1.001465, -0.05159925, 0.3120848, 0.1767418, 0.7475047, 0.01138386, 0.02340369, 0.6637465, 1
56151, -0.3420745, 0.01588203, -0.004886778, 0.001464844, 0.09033203, -1.00708, -0.0515321, 0.3112088, 0.1779433, 0.7459858, 0.01127278, 0.02343604, 0.6654541, 0.998501
56160, -0.3457395, 0.007330167, 0.001221695, -0.0004882813, 0.09741211, -1.003906, -0.05148415, 0.309737, 0.1796476, 0.7448933, 0.01116741, 0.02338562, 0.6666802, 0.998501
56171, -0.3213057, 0.01466033, 0.009773556, -0.0004882813, 0.1018066, -1.000977, -0.05115223, 0.3074601, 0.1815775, 0.7438133, 0.0110769, 0.02340897, 0.6678857, 0.998501
56178, -0.3213057, 0.01466033, 0.009773556, 0, 0.1054688, -1.003906, -0.05179828, 0.3065585, 0.1821765, 0.7426954, 0.01096448, 0.02338652, 0.6691312, 1
56188, -0.2834331, -0.003665083, 0.03054236, 0.001220703, 0.1062012, -1.005371, -0.05222876, 0.3056559, 0.1830285, 0.7416551, 0.01089215, 0.02329269, 0.6702884, 0.9987127
56196, -0.248004, -0.02687728, 0.06474981, 0.001708984, 0.1069336, -1.001465, -0.05251928, 0.3047971, 0.1839779, 0.7407277, 0.01072033, 0.02327495, 0.6713166, 0.9987127
56206, -0.2504474, -0.01099525, 0.05253286, -0.0009765625, 0.1054688, -1.006348, -0.05193997, 0.3037064, 0.1843555, 0.7394694, 0.01037888, 0.02329975, 0.6727068, 0.996233
56221, -0.2724379, 0.009773556, 0.04031592, 0.001708984, 0.112793, -1.003418, -0.05165505, 0.3030399, 0.1847846, 0.7385636, 0.01026038, 0.02332294, 0.6737021, 0.9975203
56231, -0.2809897, 0.01710372, 0.003665083, -0.0002441406, 0.1174316, -1.003906, -0.05198903, 0.3025407, 0.1856866, 0.7376264, 0.01026755, 0.02330511, 0.6747288, 0.9965186
56239, -0.2809897, 0.01710372, 0.003665083, -0.003662109, 0.119873, -1.00293, -0.05262736, 0.3023301, 0.1863987, 0.7366878, 0.01034249, 0.02325425, 0.675754, 0.9988987
56250, -0.2724379, 0.006108472, -0.007330167, 0.0004882813, 0.121582, -0.9990234, -0.05198251, 0.30191, 0.1879879, 0.7357467, 0.01042335, 0.02317645, 0.6767798, 0.9988987
56258, -0.2724379, 0.006108472, -0.007330167, -0.004394531, 0.1259766, -1.001465, -0.05183069, 0.3016135, 0.1888065, 0.7348083, 0.01043882, 0.02304031, 0.6778032, 0.9999003
56268, -0.2455606, 0.01588203, 0.009773556, -0.005371094, 0.1318359, -0.9975586, -0.05197544, 0.3013958, 0.189151, 0.7339016, 0.01038902, 0.02292889, 0.6787896, 1
56281, -0.207688, -0.004886778, 0.03054236, -0.007324219, 0.1264648, -0.998291, -0.05179407, 0.3001404, 0.1899355, 0.7327422, 0.01025916, 0.02278075, 0.6800476, 1
56291, -0.1624854, -0.02076881, 0.1209478, -0.001953125, 0.1303711, -0.9968262, -0.05110447, 0.2989938, 0.1914379, 0.7320647, 0.009915131, 0.02280448, 0.680781, 1
56300, -0.1307213, -0.02076881, 0.1429383, 0.002929688, 0.1367188, -0.994873, -0.05063953, 0.298171, 0.1921956, 0.7314525, 0.009354996, 0.02295476, 0.6814418, 1
56315, -0.09895725, -0.01099525, 0.1356081, 0, 0.1293945, -1.005371, -0.05033713, 0.2974115, 0.1925762, 0.7308887, 0.008781656, 0.02320501, 0.6820456, 0.9951151
56318, -0.1087308, 0.002443389, 0.103844, 0.002441406, 0.1308594, -0.9960938, -0.05012296, 0.2973675, 0.1928458, 0.7304292, 0.008362511, 0.0235138, 0.6825324, 0.9951151
56328, -0.1343864, 0.02809897, 0.07941014, 0.003417969, 0.1320801, -0.9975586, -0.05071425, 0.2973348, 0.1940449, 0.7299269, 0.008117374, 0.02377615, 0.6830634, 0.9951151
56342, -0.1185044, 0.04520269, 0.05619795, -0.0004882813, 0.1381836, -1.003906, -0.0504551, 0.2970318, 0.1947938, 0.7291682, 0.00805548, 0.024136, 0.6838615, 0.9955041
56351, -0.1209478, 0.03665084, 0.02932067, 0.002197266, 0.137207, -1.001465, -0.04972603, 0.2966024, 0.1952014, 0.7286562, 0.008063486, 0.02433068, 0.6844, 0.9944072
56360, -0.1111742, 0.03420744, 0.01343864, 0.0004882813, 0.1342773, -1.001953, -0.04965861, 0.2961683, 0.1952785, 0.7280907, 0.008107431, 0.02444638, 0.6849968, 0.9931927
56371, -0.1270562, 0.01221694, 0.006108472, -0.003173828, 0.1411133, -1.001465, -0.04987603, 0.2962123, 0.1955643, 0.7276151, 0.008155578, 0.02449199, 0.6855, 0.9958716
56378, -0.116061, 0.002443389, 0.009773556, -0.0009765625, 0.1430664, -0.9975586, -0.04962427, 0.2959692, 0.1960534, 0.7271445, 0.008142872, 0.02445608, 0.6860005, 0.9969684
56389, -0.116061, 0.008551861, 0.01221694, 0.002441406, 0.1420898, -1.000488, -0.0491091, 0.2955733, 0.1966207, 0.7266644, 0.008050252, 0.02439732, 0.6865122, 0.9974753
56396, -0.09529217, 0.01343864, 0.02565558, 0.001220703, 0.1416016, -0.9978027, -0.04898234, 0.2948124, 0.1970241, 0.726221, 0.007902654, 0.02437774, 0.6869835, 0.9992924
56409, -0.087962, 0.01588203, 0.02932067, 0.00390625, 0.1364746, -1.002441, -0.04900973, 0.2945278, 0.1974061, 0.725666, 0.007749657, 0.02451685, 0.6875666, 0.9970307
56422, -0.1258345, 0.02565558, -0.004886778, 0.004394531, 0.1411133, -0.9975586, -0.0490702, 0.2943971, 0.198094, 0.7252613, 0.007757796, 0.02458026, 0.6879912, 0.9977384
56429, -0.1429383, 0.02565558, -0.04764608, 0.02319336, 0.1601563, -1.004883, -0.04894246, 0.2941627, 0.1986395, 0.7247905, 0.007797349, 0.02462818, 0.688485, 0.9872987
56440, -0.1942494, 0.01588203, -0.1698155, 0.003662109, 0.144043, -0.9975586, -0.04909776, 0.2944869, 0.1989923, 0.7242274, 0.008233964, 0.02446628, 0.689078, 0.9895603
56448, -0.1856976, 0.01466033, -0.1246128, 0.0009765625, 0.144043, -0.9943848, -0.04931855, 0.2942323, 0.1993444, 0.7235402, 0.008753207, 0.02410904, 0.6898056, 0.9895603
56459, -0.1869192, 0.01710372, -0.06841489, 0.001708984, 0.1445313, -0.9951172, -0.04959146, 0.2936365, 0.199721, 0.7229519, 0.009070718, 0.02382714, 0.690428, 1
56470, -0.1905843, 0.01954711, -0.02932067, 0.004150391, 0.1499023, -0.994873, -0.05004495, 0.2929223, 0.200025, 0.722065, 0.009240877, 0.02368537, 0.691358, 1
56481, -0.1820325, 0.007330167, -0.02076881, 0.006835938, 0.1540527, -0.9968262, -0.05062217, 0.2928551, 0.2007251, 0.7214729, 0.009315801, 0.02362337, 0.691977, 1
56489, -0.1881409, 0.003665083, -0.02321219, 0.005615234, 0.1552734, -0.9951172, -0.05120838, 0.292557, 0.2009763, 0.7209029, 0.009379523, 0.02357481, 0.6925716, 1
56499, -0.1795891, 0.001221695, -0.02932067, -0.002197266, 0.159668, -0.9960938, -0.05135528, 0.2920853, 0.2009612, 0.7203186, 0.009509503, 0.02350146, 0.6931801, 1
56509, -0.1954711, -0.01221694, -0.01588203, 0.003417969, 0.15625, -0.9963379, -0.05136054, 0.2915368, 0.2009502, 0.7197939, 0.009629116, 0.02336926, 0.6937276, 1
56518, -0.1453816, 0.006108472, 0.01343864, -0.001708984, 0.1608887, -0.9995117, -0.05112451, 0.2906303, 0.2014218, 0.7192495, 0.009643408, 0.0233123, 0.6942938, 0.9968276
56528, -0.1575986, 0.01588203, -0.003665083, -0.001464844, 0.1586914, -0.9960938, -0.05108326, 0.2901323, 0.2016236, 0.7185988, 0.009664044, 0.02325872, 0.6949688, 0.9968276
56539, -0.163707, 0.003665083, -0.001221695, -0.001708984, 0.1601563, -0.9968262, -0.05115848, 0.2898392, 0.2016779, 0.7181133, 0.0096706, 0.02314392, 0.6954743, 0.9968276
56550, -0.1343864, -0.001221695, 0.03176406, -0.006347656, 0.1660156, -0.9951172, -0.05123942, 0.2885002, 0.2024186, 0.7176172, 0.009636933, 0.02311977, 0.6959874, 1
56560, -0.08185352, -0.006108472, 0.06841489, -0.007324219, 0.1672363, -0.9958496, -0.05151084, 0.2881541, 0.2022683, 0.7172212, 0.009458389, 0.02307071, 0.6963995, 1
